npi,name,nppes_provider_city,specialty_description,sum,generic_name,population,county,fipscounty
1003044033.0,CHARLES D BENSON,OAK RIDGE,Orthopedic Surgery,44.0,HYDROCODONE/ACETAMINOPHEN,75538.0,ANDERSON,47001
1003044033.0,CHARLES D BENSON,OAK RIDGE,Orthopedic Surgery,125.0,OXYCODONE HCL/ACETAMINOPHEN,75538.0,ANDERSON,47001
1003044033.0,CHARLES D BENSON,OAK RIDGE,Orthopedic Surgery,41.0,TRAMADOL HCL,75538.0,ANDERSON,47001
1003045097.0,ELIJAH  KIM,MEMPHIS,General Surgery,18.0,OXYCODONE HCL/ACETAMINOPHEN,937847.0,SHELBY,47157
1003048810.0,PATRICIA M HUDDLESTON,KNOXVILLE,Nurse Practitioner,18.0,HYDROCODONE/ACETAMINOPHEN,452286.0,KNOX,47093
1003048810.0,PATRICIA M HUDDLESTON,KNOXVILLE,Nurse Practitioner,16.0,OXYCODONE HCL/ACETAMINOPHEN,452286.0,KNOX,47093
1003057068.0,ALAN  COX,JOHNSON CITY,Internal Medicine,15.0,FENTANYL,126437.0,WASHINGTON,47179
1003057068.0,ALAN  COX,JOHNSON CITY,Internal Medicine,855.0,HYDROCODONE/ACETAMINOPHEN,126437.0,WASHINGTON,47179
1003057068.0,ALAN  COX,JOHNSON CITY,Internal Medicine,29.0,MORPHINE SULFATE,126437.0,WASHINGTON,47179
1003057068.0,ALAN  COX,JOHNSON CITY,Internal Medicine,73.0,OXYCODONE HCL,126437.0,WASHINGTON,47179
1003057068.0,ALAN  COX,JOHNSON CITY,Internal Medicine,236.0,OXYCODONE HCL/ACETAMINOPHEN,126437.0,WASHINGTON,47179
1003057068.0,ALAN  COX,JOHNSON CITY,Internal Medicine,150.0,TRAMADOL HCL,126437.0,WASHINGTON,47179
1003063314.0,LYNN  HOLLIDAY,NASHVILLE,Family Practice,19.0,HYDROCODONE/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1003075862.0,AKASHIA  ANDERSON,MURFREESBORO,Family Practice,13.0,BUPRENORPHINE,298456.0,RUTHERFORD,47149
1003075862.0,AKASHIA  ANDERSON,MURFREESBORO,Family Practice,39.0,HYDROCODONE/ACETAMINOPHEN,298456.0,RUTHERFORD,47149
1003075862.0,AKASHIA  ANDERSON,MURFREESBORO,Family Practice,22.0,TRAMADOL HCL,298456.0,RUTHERFORD,47149
1003090424.0,TAMMY M BAXTER,NASHVILLE,Cardiac Surgery,21.0,OXYCODONE HCL/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1003101684.0,PATRICK  DAVIS,COLUMBIA,General Surgery,15.0,HYDROCODONE/ACETAMINOPHEN,87606.0,MAURY,47119
1003112277.0,TABITHA M SMITH,WOODBURY,Nurse Practitioner,11.0,ACETAMINOPHEN WITH CODEINE,13839.0,CANNON,47015
1003112277.0,TABITHA M SMITH,WOODBURY,Nurse Practitioner,44.0,BUPRENORPHINE,13839.0,CANNON,47015
1003112277.0,TABITHA M SMITH,WOODBURY,Nurse Practitioner,12.0,FENTANYL,13839.0,CANNON,47015
1003112277.0,TABITHA M SMITH,WOODBURY,Nurse Practitioner,92.0,HYDROCODONE/ACETAMINOPHEN,13839.0,CANNON,47015
1003112277.0,TABITHA M SMITH,WOODBURY,Nurse Practitioner,36.0,OXYCODONE HCL,13839.0,CANNON,47015
1003112277.0,TABITHA M SMITH,WOODBURY,Nurse Practitioner,18.0,OXYCODONE HCL/ACETAMINOPHEN,13839.0,CANNON,47015
1003112277.0,TABITHA M SMITH,WOODBURY,Nurse Practitioner,38.0,TRAMADOL HCL,13839.0,CANNON,47015
1003139502.0,RACHEL  PAYNE,KNOXVILLE,Nurse Practitioner,131.0,FENTANYL,452286.0,KNOX,47093
1003139502.0,RACHEL  PAYNE,KNOXVILLE,Nurse Practitioner,556.0,HYDROCODONE/ACETAMINOPHEN,452286.0,KNOX,47093
1003139502.0,RACHEL  PAYNE,KNOXVILLE,Nurse Practitioner,11.0,HYDROMORPHONE HCL,452286.0,KNOX,47093
1003139502.0,RACHEL  PAYNE,KNOXVILLE,Nurse Practitioner,551.0,MORPHINE SULFATE,452286.0,KNOX,47093
1003139502.0,RACHEL  PAYNE,KNOXVILLE,Nurse Practitioner,805.0,OXYCODONE HCL,452286.0,KNOX,47093
1003139502.0,RACHEL  PAYNE,KNOXVILLE,Nurse Practitioner,651.0,OXYCODONE HCL/ACETAMINOPHEN,452286.0,KNOX,47093
1003139502.0,RACHEL  PAYNE,KNOXVILLE,Nurse Practitioner,232.0,OXYMORPHONE HCL,452286.0,KNOX,47093
1003139502.0,RACHEL  PAYNE,KNOXVILLE,Nurse Practitioner,14.0,TAPENTADOL HCL,452286.0,KNOX,47093
1003139502.0,RACHEL  PAYNE,KNOXVILLE,Nurse Practitioner,77.0,TRAMADOL HCL,452286.0,KNOX,47093
1003149147.0,JONATHAN  RIGGS,FRANKLIN,Physician Assistant,69.0,HYDROCODONE/ACETAMINOPHEN,212161.0,WILLIAMSON,47187
1003149147.0,JONATHAN  RIGGS,FRANKLIN,Physician Assistant,16.0,HYDROMORPHONE HCL,212161.0,WILLIAMSON,47187
1003149147.0,JONATHAN  RIGGS,FRANKLIN,Physician Assistant,41.0,OXYCODONE HCL,212161.0,WILLIAMSON,47187
1003149147.0,JONATHAN  RIGGS,FRANKLIN,Physician Assistant,155.0,OXYCODONE HCL/ACETAMINOPHEN,212161.0,WILLIAMSON,47187
1003149147.0,JONATHAN  RIGGS,FRANKLIN,Physician Assistant,27.0,TRAMADOL HCL,212161.0,WILLIAMSON,47187
1003151168.0,ELIZABETH R HAMPTON,HIXSON,Nurse Practitioner,11.0,FENTANYL,354589.0,HAMILTON,47065
1003151168.0,ELIZABETH R HAMPTON,HIXSON,Nurse Practitioner,52.0,HYDROCODONE/ACETAMINOPHEN,354589.0,HAMILTON,47065
1003151168.0,ELIZABETH R HAMPTON,HIXSON,Nurse Practitioner,48.0,OXYCODONE HCL/ACETAMINOPHEN,354589.0,HAMILTON,47065
1003151168.0,ELIZABETH R HAMPTON,HIXSON,Nurse Practitioner,36.0,TRAMADOL HCL,354589.0,HAMILTON,47065
1003153743.0,JESSICA  MITCHELL,HENDERSONVILLE,Physician Assistant,117.0,FENTANYL,175730.0,SUMNER,47165
1003153743.0,JESSICA  MITCHELL,HENDERSONVILLE,Physician Assistant,12.0,HYDROCODONE BITARTRATE,175730.0,SUMNER,47165
1003153743.0,JESSICA  MITCHELL,HENDERSONVILLE,Physician Assistant,519.0,HYDROCODONE/ACETAMINOPHEN,175730.0,SUMNER,47165
1003153743.0,JESSICA  MITCHELL,HENDERSONVILLE,Physician Assistant,24.0,METHADONE HCL,175730.0,SUMNER,47165
1003153743.0,JESSICA  MITCHELL,HENDERSONVILLE,Physician Assistant,345.0,MORPHINE SULFATE,175730.0,SUMNER,47165
1003153743.0,JESSICA  MITCHELL,HENDERSONVILLE,Physician Assistant,472.0,OXYCODONE HCL,175730.0,SUMNER,47165
1003153743.0,JESSICA  MITCHELL,HENDERSONVILLE,Physician Assistant,547.0,OXYCODONE HCL/ACETAMINOPHEN,175730.0,SUMNER,47165
1003153743.0,JESSICA  MITCHELL,HENDERSONVILLE,Physician Assistant,17.0,OXYMORPHONE HCL,175730.0,SUMNER,47165
1003153743.0,JESSICA  MITCHELL,HENDERSONVILLE,Physician Assistant,14.0,TRAMADOL HCL,175730.0,SUMNER,47165
1003162769.0,DAVID M HAMLIN,MARTIN,Physician Assistant,16.0,HYDROCODONE/ACETAMINOPHEN,33776.0,WEAKLEY,47183
1003162769.0,DAVID M HAMLIN,MARTIN,Physician Assistant,11.0,TRAMADOL HCL,33776.0,WEAKLEY,47183
1003162769.0,DAVID M HAMLIN,MARTIN,Physician Assistant,29.0,TRAMADOL HCL/ACETAMINOPHEN,33776.0,WEAKLEY,47183
1003165838.0,HEATHER L MARKS,MURFREESBORO,Nurse Practitioner,68.0,FENTANYL,298456.0,RUTHERFORD,47149
1003165838.0,HEATHER L MARKS,MURFREESBORO,Nurse Practitioner,11.0,HYDROCODONE BITARTRATE,298456.0,RUTHERFORD,47149
1003165838.0,HEATHER L MARKS,MURFREESBORO,Nurse Practitioner,330.0,MORPHINE SULFATE,298456.0,RUTHERFORD,47149
1003165838.0,HEATHER L MARKS,MURFREESBORO,Nurse Practitioner,921.0,OXYCODONE HCL,298456.0,RUTHERFORD,47149
1003165838.0,HEATHER L MARKS,MURFREESBORO,Nurse Practitioner,119.0,OXYCODONE HCL/ACETAMINOPHEN,298456.0,RUTHERFORD,47149
1003165838.0,HEATHER L MARKS,MURFREESBORO,Nurse Practitioner,237.0,OXYMORPHONE HCL,298456.0,RUTHERFORD,47149
1003171810.0,ASHOKKUMAR H GABA,JOHNSON CITY,Internal Medicine,115.0,HYDROCODONE/ACETAMINOPHEN,126437.0,WASHINGTON,47179
1003171810.0,ASHOKKUMAR H GABA,JOHNSON CITY,Internal Medicine,16.0,OXYCODONE HCL,126437.0,WASHINGTON,47179
1003171810.0,ASHOKKUMAR H GABA,JOHNSON CITY,Internal Medicine,22.0,OXYCODONE HCL/ACETAMINOPHEN,126437.0,WASHINGTON,47179
1003171810.0,ASHOKKUMAR H GABA,JOHNSON CITY,Internal Medicine,14.0,TRAMADOL HCL,126437.0,WASHINGTON,47179
1003172040.0,CYNTHIA G MEADOWS,KNOXVILLE,Nurse Practitioner,16.0,HYDROCODONE/ACETAMINOPHEN,452286.0,KNOX,47093
1003174350.0,ANDREW D GOINS,KNOXVILLE,Internal Medicine,43.0,HYDROCODONE/ACETAMINOPHEN,452286.0,KNOX,47093
1003174350.0,ANDREW D GOINS,KNOXVILLE,Internal Medicine,16.0,OXYCODONE HCL/ACETAMINOPHEN,452286.0,KNOX,47093
1003174350.0,ANDREW D GOINS,KNOXVILLE,Internal Medicine,55.0,TRAMADOL HCL,452286.0,KNOX,47093
1003179334.0,JOSEPH A VOLNER,BARTLETT,Dentist,16.0,HYDROCODONE/ACETAMINOPHEN,937847.0,SHELBY,47157
1003182239.0,MAGGIE E KECK,MARYVILLE,Nurse Practitioner,17.0,HYDROCODONE/ACETAMINOPHEN,127135.0,BLOUNT,47009
1003189309.0,ALISHA L SHOEMAKER,ONEIDA,Nurse Practitioner,13.0,ACETAMINOPHEN WITH CODEINE,21949.0,SCOTT,47151
1003189309.0,ALISHA L SHOEMAKER,ONEIDA,Nurse Practitioner,310.0,HYDROCODONE/ACETAMINOPHEN,21949.0,SCOTT,47151
1003189309.0,ALISHA L SHOEMAKER,ONEIDA,Nurse Practitioner,13.0,OXYCODONE HCL,21949.0,SCOTT,47151
1003189309.0,ALISHA L SHOEMAKER,ONEIDA,Nurse Practitioner,50.0,OXYCODONE HCL/ACETAMINOPHEN,21949.0,SCOTT,47151
1003189309.0,ALISHA L SHOEMAKER,ONEIDA,Nurse Practitioner,19.0,TRAMADOL HCL,21949.0,SCOTT,47151
1003200312.0,BRITTANY  CANNON,CHATTANOOGA,Physician Assistant,30.0,FENTANYL,354589.0,HAMILTON,47065
1003200312.0,BRITTANY  CANNON,CHATTANOOGA,Physician Assistant,249.0,HYDROCODONE/ACETAMINOPHEN,354589.0,HAMILTON,47065
1003200312.0,BRITTANY  CANNON,CHATTANOOGA,Physician Assistant,79.0,MORPHINE SULFATE,354589.0,HAMILTON,47065
1003200312.0,BRITTANY  CANNON,CHATTANOOGA,Physician Assistant,140.0,OXYCODONE HCL,354589.0,HAMILTON,47065
1003200312.0,BRITTANY  CANNON,CHATTANOOGA,Physician Assistant,158.0,OXYCODONE HCL/ACETAMINOPHEN,354589.0,HAMILTON,47065
1003205857.0,CHASTITY H HEATH,MEMPHIS,Nurse Practitioner,17.0,HYDROCODONE/ACETAMINOPHEN,937847.0,SHELBY,47157
1003215500.0,MISTY A GILLILAND,CHATTANOOGA,Nurse Practitioner,14.0,HYDROCODONE/ACETAMINOPHEN,354589.0,HAMILTON,47065
1003215997.0,PRINCESS  SHELTON,NASHVILLE,Nurse Practitioner,20.0,OXYCODONE HCL,678322.0,DAVIDSON,47037
1003215997.0,PRINCESS  SHELTON,NASHVILLE,Nurse Practitioner,39.0,OXYCODONE HCL/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1003216623.0,RACHEL B WEBB,CHATTANOOGA,Nurse Practitioner,12.0,ACETAMINOPHEN WITH CODEINE,354589.0,HAMILTON,47065
1003216623.0,RACHEL B WEBB,CHATTANOOGA,Nurse Practitioner,11.0,BUPRENORPHINE,354589.0,HAMILTON,47065
1003216623.0,RACHEL B WEBB,CHATTANOOGA,Nurse Practitioner,230.0,FENTANYL,354589.0,HAMILTON,47065
1003216623.0,RACHEL B WEBB,CHATTANOOGA,Nurse Practitioner,14.0,HYDROCODONE BITARTRATE,354589.0,HAMILTON,47065
1003216623.0,RACHEL B WEBB,CHATTANOOGA,Nurse Practitioner,1278.0,HYDROCODONE/ACETAMINOPHEN,354589.0,HAMILTON,47065
1003216623.0,RACHEL B WEBB,CHATTANOOGA,Nurse Practitioner,30.0,HYDROMORPHONE HCL,354589.0,HAMILTON,47065
1003216623.0,RACHEL B WEBB,CHATTANOOGA,Nurse Practitioner,54.0,METHADONE HCL,354589.0,HAMILTON,47065
1003216623.0,RACHEL B WEBB,CHATTANOOGA,Nurse Practitioner,465.0,MORPHINE SULFATE,354589.0,HAMILTON,47065
1003216623.0,RACHEL B WEBB,CHATTANOOGA,Nurse Practitioner,25.0,MORPHINE SULFATE/NALTREXONE,354589.0,HAMILTON,47065
1003216623.0,RACHEL B WEBB,CHATTANOOGA,Nurse Practitioner,627.0,OXYCODONE HCL,354589.0,HAMILTON,47065
1003216623.0,RACHEL B WEBB,CHATTANOOGA,Nurse Practitioner,1226.0,OXYCODONE HCL/ACETAMINOPHEN,354589.0,HAMILTON,47065
1003216623.0,RACHEL B WEBB,CHATTANOOGA,Nurse Practitioner,44.0,OXYMORPHONE HCL,354589.0,HAMILTON,47065
1003216623.0,RACHEL B WEBB,CHATTANOOGA,Nurse Practitioner,22.0,TAPENTADOL HCL,354589.0,HAMILTON,47065
1003216623.0,RACHEL B WEBB,CHATTANOOGA,Nurse Practitioner,56.0,TRAMADOL HCL,354589.0,HAMILTON,47065
1003220039.0,JEREMY A EDWARDS,KNOXVILLE,Student in an Organized Health Care Education/Training Program,19.0,HYDROCODONE/ACETAMINOPHEN,452286.0,KNOX,47093
1003232539.0,EMILY A RADCLIFFE,KNOXVILLE,Nurse Practitioner,58.0,HYDROCODONE/ACETAMINOPHEN,452286.0,KNOX,47093
1003232539.0,EMILY A RADCLIFFE,KNOXVILLE,Nurse Practitioner,25.0,TRAMADOL HCL,452286.0,KNOX,47093
1003235078.0,WILLIAM P ABBLITT,NASHVILLE,Student in an Organized Health Care Education/Training Program,11.0,HYDROCODONE/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1003235078.0,WILLIAM P ABBLITT,NASHVILLE,Student in an Organized Health Care Education/Training Program,20.0,OXYCODONE HCL,678322.0,DAVIDSON,47037
1003248733.0,JENNIFER B OSBORNE,CLARKSVILLE,Nurse Practitioner,126.0,FENTANYL,192120.0,MONTGOMERY,47125
1003248733.0,JENNIFER B OSBORNE,CLARKSVILLE,Nurse Practitioner,343.0,HYDROCODONE/ACETAMINOPHEN,192120.0,MONTGOMERY,47125
1003248733.0,JENNIFER B OSBORNE,CLARKSVILLE,Nurse Practitioner,32.0,METHADONE HCL,192120.0,MONTGOMERY,47125
1003248733.0,JENNIFER B OSBORNE,CLARKSVILLE,Nurse Practitioner,230.0,MORPHINE SULFATE,192120.0,MONTGOMERY,47125
1003248733.0,JENNIFER B OSBORNE,CLARKSVILLE,Nurse Practitioner,22.0,MORPHINE SULFATE/NALTREXONE,192120.0,MONTGOMERY,47125
1003248733.0,JENNIFER B OSBORNE,CLARKSVILLE,Nurse Practitioner,580.0,OXYCODONE HCL,192120.0,MONTGOMERY,47125
1003248733.0,JENNIFER B OSBORNE,CLARKSVILLE,Nurse Practitioner,368.0,OXYCODONE HCL/ACETAMINOPHEN,192120.0,MONTGOMERY,47125
1003248733.0,JENNIFER B OSBORNE,CLARKSVILLE,Nurse Practitioner,82.0,OXYMORPHONE HCL,192120.0,MONTGOMERY,47125
1003248733.0,JENNIFER B OSBORNE,CLARKSVILLE,Nurse Practitioner,34.0,TRAMADOL HCL,192120.0,MONTGOMERY,47125
1003256389.0,SYDNEY W SHERRELL,KNOXVILLE,Nurse Practitioner,98.0,HYDROCODONE/ACETAMINOPHEN,452286.0,KNOX,47093
1003256389.0,SYDNEY W SHERRELL,KNOXVILLE,Nurse Practitioner,63.0,OXYCODONE HCL/ACETAMINOPHEN,452286.0,KNOX,47093
1003260191.0,CONNIE  RUTLEDGE,JOHNSON CITY,Nurse Practitioner,68.0,HYDROCODONE/ACETAMINOPHEN,126437.0,WASHINGTON,47179
1003260191.0,CONNIE  RUTLEDGE,JOHNSON CITY,Nurse Practitioner,24.0,OXYCODONE HCL,126437.0,WASHINGTON,47179
1003260191.0,CONNIE  RUTLEDGE,JOHNSON CITY,Nurse Practitioner,13.0,OXYCODONE HCL/ACETAMINOPHEN,126437.0,WASHINGTON,47179
1003260191.0,CONNIE  RUTLEDGE,JOHNSON CITY,Nurse Practitioner,15.0,TRAMADOL HCL,126437.0,WASHINGTON,47179
1003267865.0,ANTHONY M KINGSLEY,JACKSBORO,Nurse Practitioner,79.0,HYDROCODONE/ACETAMINOPHEN,39824.0,CAMPBELL,47013
1003267865.0,ANTHONY M KINGSLEY,JACKSBORO,Nurse Practitioner,17.0,TRAMADOL HCL,39824.0,CAMPBELL,47013
1003268053.0,KELLIE R GABY,ALCOA,Nurse Practitioner,21.0,HYDROCODONE/ACETAMINOPHEN,127135.0,BLOUNT,47009
1003270968.0,BRENT  BAKER,BRISTOL,Student in an Organized Health Care Education/Training Program,18.0,HYDROCODONE/ACETAMINOPHEN,156519.0,SULLIVAN,47163
1003278672.0,MARY  AXELRAD,BRISTOL,Student in an Organized Health Care Education/Training Program,26.0,HYDROCODONE/ACETAMINOPHEN,156519.0,SULLIVAN,47163
1003279589.0,GRANT  ANDERSON,HENDERSONVILLE,Physician Assistant,16.0,TRAMADOL HCL,175730.0,SUMNER,47165
1003283201.0,ANNE H HUDSON,GALLATIN,Nurse Practitioner,20.0,FENTANYL,175730.0,SUMNER,47165
1003283201.0,ANNE H HUDSON,GALLATIN,Nurse Practitioner,352.0,HYDROCODONE/ACETAMINOPHEN,175730.0,SUMNER,47165
1003283201.0,ANNE H HUDSON,GALLATIN,Nurse Practitioner,24.0,MORPHINE SULFATE,175730.0,SUMNER,47165
1003283201.0,ANNE H HUDSON,GALLATIN,Nurse Practitioner,63.0,OXYCODONE HCL,175730.0,SUMNER,47165
1003283201.0,ANNE H HUDSON,GALLATIN,Nurse Practitioner,87.0,OXYCODONE HCL/ACETAMINOPHEN,175730.0,SUMNER,47165
1003283201.0,ANNE H HUDSON,GALLATIN,Nurse Practitioner,98.0,TRAMADOL HCL,175730.0,SUMNER,47165
1003285305.0,BRITTANY L PRYOR,CHATTANOOGA,Nurse Practitioner,13.0,HYDROCODONE/ACETAMINOPHEN,354589.0,HAMILTON,47065
1003290826.0,SARAH M WREDLING,MEMPHIS,Nurse Practitioner,83.0,HYDROCODONE/ACETAMINOPHEN,937847.0,SHELBY,47157
1003290826.0,SARAH M WREDLING,MEMPHIS,Nurse Practitioner,36.0,OXYCODONE HCL/ACETAMINOPHEN,937847.0,SHELBY,47157
1003290826.0,SARAH M WREDLING,MEMPHIS,Nurse Practitioner,32.0,TRAMADOL HCL,937847.0,SHELBY,47157
1003294992.0,SPENCER  PUGH,KNOXVILLE,Student in an Organized Health Care Education/Training Program,11.0,HYDROCODONE/ACETAMINOPHEN,452286.0,KNOX,47093
1003294992.0,SPENCER  PUGH,KNOXVILLE,Student in an Organized Health Care Education/Training Program,13.0,TRAMADOL HCL,452286.0,KNOX,47093
1003345117.0,WILLIAM C SCOTT,NASHVILLE,Student in an Organized Health Care Education/Training Program,15.0,HYDROCODONE/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1003345398.0,ANGELICA J DENNIS,MEMPHIS,Nurse Practitioner,19.0,HYDROCODONE/ACETAMINOPHEN,937847.0,SHELBY,47157
1003800293.0,MARCIA  BRADFORD,MEMPHIS,Internal Medicine,43.0,ACETAMINOPHEN WITH CODEINE,937847.0,SHELBY,47157
1003800293.0,MARCIA  BRADFORD,MEMPHIS,Internal Medicine,11.0,HYDROCODONE/ACETAMINOPHEN,937847.0,SHELBY,47157
1003800293.0,MARCIA  BRADFORD,MEMPHIS,Internal Medicine,51.0,TRAMADOL HCL,937847.0,SHELBY,47157
1003801788.0,JOHN E ANDERSON,NASHVILLE,Internal Medicine,254.0,HYDROCODONE/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1003801788.0,JOHN E ANDERSON,NASHVILLE,Internal Medicine,11.0,OXYCODONE HCL/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1003801788.0,JOHN E ANDERSON,NASHVILLE,Internal Medicine,85.0,TRAMADOL HCL,678322.0,DAVIDSON,47037
1003803628.0,ANDREW H CRENSHAW,GERMANTOWN,Orthopedic Surgery,25.0,HYDROCODONE/ACETAMINOPHEN,937847.0,SHELBY,47157
1003803628.0,ANDREW H CRENSHAW,GERMANTOWN,Orthopedic Surgery,12.0,TRAMADOL HCL,937847.0,SHELBY,47157
1003804204.0,SAJI  EAPEN,KNOXVILLE,Hematology-Oncology,50.0,HYDROCODONE/ACETAMINOPHEN,452286.0,KNOX,47093
1003804204.0,SAJI  EAPEN,KNOXVILLE,Hematology-Oncology,33.0,MORPHINE SULFATE,452286.0,KNOX,47093
1003804204.0,SAJI  EAPEN,KNOXVILLE,Hematology-Oncology,39.0,OXYCODONE HCL,452286.0,KNOX,47093
1003804204.0,SAJI  EAPEN,KNOXVILLE,Hematology-Oncology,15.0,OXYCODONE HCL/ACETAMINOPHEN,452286.0,KNOX,47093
1003804204.0,SAJI  EAPEN,KNOXVILLE,Hematology-Oncology,14.0,TRAMADOL HCL,452286.0,KNOX,47093
1003807355.0,CHARLES  FAMOYIN,JOHNSON CITY,Hematology-Oncology,23.0,FENTANYL,126437.0,WASHINGTON,47179
1003807355.0,CHARLES  FAMOYIN,JOHNSON CITY,Hematology-Oncology,333.0,HYDROCODONE/ACETAMINOPHEN,126437.0,WASHINGTON,47179
1003807355.0,CHARLES  FAMOYIN,JOHNSON CITY,Hematology-Oncology,121.0,MORPHINE SULFATE,126437.0,WASHINGTON,47179
1003807355.0,CHARLES  FAMOYIN,JOHNSON CITY,Hematology-Oncology,470.0,OXYCODONE HCL,126437.0,WASHINGTON,47179
1003807355.0,CHARLES  FAMOYIN,JOHNSON CITY,Hematology-Oncology,202.0,OXYCODONE HCL/ACETAMINOPHEN,126437.0,WASHINGTON,47179
1003807355.0,CHARLES  FAMOYIN,JOHNSON CITY,Hematology-Oncology,95.0,OXYMORPHONE HCL,126437.0,WASHINGTON,47179
1003807355.0,CHARLES  FAMOYIN,JOHNSON CITY,Hematology-Oncology,114.0,TRAMADOL HCL,126437.0,WASHINGTON,47179
1003807678.0,JAMES R ELROD,GREENBACK,Dentist,86.0,HYDROCODONE/ACETAMINOPHEN,51024.0,LOUDON,47105
1003807678.0,JAMES R ELROD,GREENBACK,Dentist,14.0,TRAMADOL HCL,51024.0,LOUDON,47105
1003813296.0,JAMES P DILWORTH,CHATTANOOGA,Urology,25.0,HYDROCODONE/ACETAMINOPHEN,354589.0,HAMILTON,47065
1003813296.0,JAMES P DILWORTH,CHATTANOOGA,Urology,37.0,OXYCODONE HCL/ACETAMINOPHEN,354589.0,HAMILTON,47065
1003813874.0,KEITH P WEBB,MCMINNVILLE,Internal Medicine,230.0,HYDROCODONE/ACETAMINOPHEN,40210.0,WARREN,47177
1003813874.0,KEITH P WEBB,MCMINNVILLE,Internal Medicine,20.0,OXYCODONE HCL/ACETAMINOPHEN,40210.0,WARREN,47177
1003813874.0,KEITH P WEBB,MCMINNVILLE,Internal Medicine,165.0,TRAMADOL HCL,40210.0,WARREN,47177
1003819269.0,ALEKSANDAR  JANKOV,MEMPHIS,Hematology-Oncology,26.0,FENTANYL,937847.0,SHELBY,47157
1003819269.0,ALEKSANDAR  JANKOV,MEMPHIS,Hematology-Oncology,34.0,HYDROCODONE/ACETAMINOPHEN,937847.0,SHELBY,47157
1003819269.0,ALEKSANDAR  JANKOV,MEMPHIS,Hematology-Oncology,11.0,HYDROMORPHONE HCL,937847.0,SHELBY,47157
1003819269.0,ALEKSANDAR  JANKOV,MEMPHIS,Hematology-Oncology,19.0,OXYCODONE HCL/ACETAMINOPHEN,937847.0,SHELBY,47157
1003819269.0,ALEKSANDAR  JANKOV,MEMPHIS,Hematology-Oncology,17.0,TRAMADOL HCL,937847.0,SHELBY,47157
